flap_angle,kp,kd,period_s,mean_power_w,max_pitch_rad,max_tau_nm,clamp_frac,corr_tau_vel,passive_safe,no_clamp,pitch_ok,edge_ok
10,2,3.0,3.0,3.221263e-02,0.010000,0.093148,0.0000,-0.311656,1,1,1,1
10,2,3.0,3.5,9.267922e-02,0.010000,0.093148,0.0000,-0.502618,1,1,1,1
10,2,3.0,4.29,2.230154e-01,0.010000,0.093148,0.0000,-0.799896,1,1,1,1
10,2,3.0,5.0,1.456292e-01,0.010000,0.093148,0.0000,-0.662737,1,1,1,1
10,2,3.0,5.5,9.870862e-02,0.010000,0.093148,0.0000,-0.546021,1,1,1,1
10,2,3.0,6.0,7.002032e-02,0.010000,0.093148,0.0000,-0.469131,1,1,1,1
10,3,0.0,2.5,1.992993e-02,0.010000,0.043800,0.0000,-0.219689,1,1,1,1
10,3,0.0,3.0,5.660498e-02,0.010000,0.043800,0.0000,-0.311656,1,1,1,1
10,3,0.0,3.5,1.396346e-01,0.010000,0.043800,0.0000,-0.502618,1,1,1,1
10,3,0.0,4.29,2.902699e-01,0.010000,0.043800,0.0000,-0.799896,1,1,1,1
10,3,0.0,5.0,2.064401e-01,0.010000,0.043800,0.0000,-0.637665,1,1,1,1
10,3,0.0,5.5,1.474821e-01,0.010000,0.043800,0.0000,-0.506865,1,1,1,1
10,3,0.0,6.0,1.095477e-01,0.010000,0.043800,0.0000,-0.418238,1,1,1,1
10,3,0.5,2.5,1.849215e-02,0.010000,0.054458,0.0000,-0.219689,1,1,1,1
10,3,0.5,3.0,5.414539e-02,0.010000,0.054458,0.0000,-0.311656,1,1,1,1
10,3,0.5,3.5,1.364288e-01,0.010000,0.054458,0.0000,-0.502618,1,1,1,1
10,3,0.5,4.29,2.901782e-01,0.010000,0.054458,0.0000,-0.799896,1,1,1,1
10,3,0.5,5.0,2.035646e-01,0.010000,0.054458,0.0000,-0.640450,1,1,1,1
10,3,0.5,5.5,1.442739e-01,0.010000,0.054458,0.0000,-0.511216,1,1,1,1
10,3,0.5,6.0,1.064503e-01,0.010000,0.054458,0.0000,-0.423893,1,1,1,1
10,3,1.0,2.5,1.705436e-02,0.010000,0.065116,0.0000,-0.219689,1,1,1,1
10,3,1.0,3.0,5.168581e-02,0.010000,0.065116,0.0000,-0.311656,1,1,1,1
10,3,1.0,3.5,1.332230e-01,0.010000,0.065116,0.0000,-0.502618,1,1,1,1
10,3,1.0,4.29,2.900865e-01,0.010000,0.065116,0.0000,-0.799896,1,1,1,1
10,3,1.0,5.0,2.006891e-01,0.010000,0.065116,0.0000,-0.643236,1,1,1,1
10,3,1.0,5.5,1.410656e-01,0.010000,0.065116,0.0000,-0.515566,1,1,1,1
10,3,1.0,6.0,1.033530e-01,0.010000,0.065116,0.0000,-0.429548,1,1,1,1
10,3,2.0,2.5,1.417879e-02,0.010000,0.086432,0.0000,-0.219689,1,1,1,1
10,3,2.0,3.0,4.676664e-02,0.010000,0.086432,0.0000,-0.311656,1,1,1,1
10,3,2.0,3.5,1.268114e-01,0.010000,0.086432,0.0000,-0.502618,1,1,1,1
10,3,2.0,4.29,2.899031e-01,0.010000,0.086432,0.0000,-0.799896,1,1,1,1
10,3,2.0,5.0,1.949381e-01,0.010000,0.086432,0.0000,-0.648808,1,1,1,1
10,3,2.0,5.5,1.346491e-01,0.010000,0.086432,0.0000,-0.524268,1,1,1,1
10,3,2.0,6.0,9.715823e-02,0.010000,0.086432,0.0000,-0.440857,1,1,1,1
10,3,3.0,2.5,1.130321e-02,0.010000,0.107748,0.0000,-0.219689,1,1,1,1
10,3,3.0,3.0,4.184747e-02,0.010000,0.107748,0.0000,-0.311656,1,1,1,1
10,3,3.0,3.5,1.203997e-01,0.010000,0.107748,0.0000,-0.502618,1,1,1,1
10,3,3.0,4.29,2.897197e-01,0.010000,0.107748,0.0000,-0.799896,1,1,1,1
10,3,3.0,5.0,1.891871e-01,0.010000,0.107748,0.0000,-0.654379,1,1,1,1
10,3,3.0,5.5,1.282325e-01,0.010000,0.107748,0.0000,-0.532969,1,1,1,1
10,3,3.0,6.0,9.096350e-02,0.010000,0.107748,0.0000,-0.452167,1,1,1,1
10,4,0.0,2.5,2.321782e-02,0.010000,0.058400,0.0000,-0.219689,1,1,1,1
10,4,0.0,3.0,6.594322e-02,0.010000,0.058400,0.0000,-0.311656,1,1,1,1
10,4,0.0,3.5,1.626704e-01,0.010000,0.058400,0.0000,-0.502618,1,1,1,1
10,4,0.0,4.29,3.381563e-01,0.010000,0.058400,0.0000,-0.799896,1,1,1,1
10,4,0.0,5.0,2.404970e-01,0.010000,0.058400,0.0000,-0.629307,1,1,1,1
10,4,0.0,5.5,1.718126e-01,0.010000,0.058400,0.0000,-0.493813,1,1,1,1
10,4,0.0,6.0,1.276200e-01,0.010000,0.058400,0.0000,-0.401273,1,1,1,1
10,4,0.5,2.5,2.154284e-02,0.010000,0.069058,0.0000,-0.219689,1,1,1,1
10,4,0.5,3.0,6.307788e-02,0.010000,0.069058,0.0000,-0.311656,1,1,1,1
10,4,0.5,3.5,1.589358e-01,0.010000,0.069058,0.0000,-0.502618,1,1,1,1
10,4,0.5,4.29,3.380495e-01,0.010000,0.069058,0.0000,-0.799896,1,1,1,1
10,4,0.5,5.0,2.371471e-01,0.010000,0.069058,0.0000,-0.632093,1,1,1,1
10,4,0.5,5.5,1.680750e-01,0.010000,0.069058,0.0000,-0.498163,1,1,1,1
10,4,0.5,6.0,1.240117e-01,0.010000,0.069058,0.0000,-0.406928,1,1,1,1
10,4,1.0,2.5,1.986786e-02,0.010000,0.079716,0.0000,-0.219689,1,1,1,1
10,4,1.0,3.0,6.021253e-02,0.010000,0.079716,0.0000,-0.311656,1,1,1,1
10,4,1.0,3.5,1.552011e-01,0.010000,0.079716,0.0000,-0.502618,1,1,1,1
10,4,1.0,4.29,3.379427e-01,0.010000,0.079716,0.0000,-0.799896,1,1,1,1
10,4,1.0,5.0,2.337972e-01,0.010000,0.079716,0.0000,-0.634879,1,1,1,1
10,4,1.0,5.5,1.643375e-01,0.010000,0.079716,0.0000,-0.502514,1,1,1,1
10,4,1.0,6.0,1.204033e-01,0.010000,0.079716,0.0000,-0.412583,1,1,1,1
10,4,2.0,2.5,1.651789e-02,0.010000,0.101032,0.0000,-0.219689,1,1,1,1
10,4,2.0,3.0,5.448184e-02,0.010000,0.101032,0.0000,-0.311656,1,1,1,1
10,4,2.0,3.5,1.477317e-01,0.010000,0.101032,0.0000,-0.502618,1,1,1,1
10,4,2.0,4.29,3.377290e-01,0.010000,0.101032,0.0000,-0.799896,1,1,1,1
10,4,2.0,5.0,2.270975e-01,0.010000,0.101032,0.0000,-0.640450,1,1,1,1
10,4,2.0,5.5,1.568624e-01,0.010000,0.101032,0.0000,-0.511216,1,1,1,1
10,4,2.0,6.0,1.131866e-01,0.010000,0.101032,0.0000,-0.423893,1,1,1,1
10,4,3.0,2.5,1.316793e-02,0.010000,0.122348,0.0000,-0.219689,1,1,1,1
10,4,3.0,3.0,4.875114e-02,0.010000,0.122348,0.0000,-0.311656,1,1,1,1
10,4,3.0,3.5,1.402623e-01,0.010000,0.122348,0.0000,-0.502618,1,1,1,1
10,4,3.0,4.29,3.375154e-01,0.010000,0.122348,0.0000,-0.799896,1,1,1,1
10,4,3.0,5.0,2.203977e-01,0.010000,0.122348,0.0000,-0.646022,1,1,1,1
10,4,3.0,5.5,1.493873e-01,0.010000,0.122348,0.0000,-0.519917,1,1,1,1
10,4,3.0,6.0,1.059699e-01,0.010000,0.122348,0.0000,-0.435202,1,1,1,1
10,5,0.0,2.5,2.557369e-02,0.010000,0.073000,0.0000,-0.219689,1,1,1,1
10,5,0.0,3.0,7.263437e-02,0.010000,0.073000,0.0000,-0.311656,1,1,1,1
10,5,0.0,3.5,1.791763e-01,0.010000,0.073000,0.0000,-0.502618,1,1,1,1
10,5,0.0,4.29,3.724684e-01,0.010543,0.076963,0.0000,-0.799896,1,1,1,1
10,5,0.0,5.0,2.648998e-01,0.010000,0.073000,0.0000,-0.620950,1,1,1,1
10,5,0.0,5.5,1.892461e-01,0.010000,0.073000,0.0000,-0.480760,1,1,1,1
10,5,0.0,6.0,1.405694e-01,0.010000,0.073000,0.0000,-0.384309,1,1,1,1
10,5,0.5,2.5,2.372875e-02,0.010000,0.083658,0.0000,-0.219689,1,1,1,1
10,5,0.5,3.0,6.947828e-02,0.010000,0.083658,0.0000,-0.311656,1,1,1,1
10,5,0.5,3.5,1.750627e-01,0.010000,0.083658,0.0000,-0.502618,1,1,1,1
10,5,0.5,4.29,3.723508e-01,0.010438,0.087318,0.0000,-0.799896,1,1,1,1
10,5,0.5,5.0,2.612100e-01,0.010000,0.083658,0.0000,-0.623736,1,1,1,1
10,5,0.5,5.5,1.851293e-01,0.010000,0.083658,0.0000,-0.485111,1,1,1,1
10,5,0.5,6.0,1.365949e-01,0.010000,0.083658,0.0000,-0.389964,1,1,1,1
10,5,1.0,2.5,2.188381e-02,0.010000,0.094316,0.0000,-0.219689,1,1,1,1
10,5,1.0,3.0,6.632219e-02,0.010000,0.094316,0.0000,-0.311656,1,1,1,1
10,5,1.0,3.5,1.709491e-01,0.010000,0.094316,0.0000,-0.502618,1,1,1,1
10,5,1.0,4.29,3.722331e-01,0.010332,0.097448,0.0000,-0.799896,1,1,1,1
10,5,1.0,5.0,2.575202e-01,0.010000,0.094316,0.0000,-0.626521,1,1,1,1
10,5,1.0,5.5,1.810125e-01,0.010000,0.094316,0.0000,-0.489462,1,1,1,1
10,5,1.0,6.0,1.326204e-01,0.010000,0.094316,0.0000,-0.395619,1,1,1,1
10,5,2.0,2.5,1.819393e-02,0.010000,0.115632,0.0000,-0.219689,1,1,1,1
10,5,2.0,3.0,6.001001e-02,0.010000,0.115632,0.0000,-0.311656,1,1,1,1
10,5,2.0,3.5,1.627218e-01,0.010000,0.115632,0.0000,-0.502618,1,1,1,1
10,5,2.0,4.29,3.719978e-01,0.010121,0.117034,0.0000,-0.799896,1,1,1,1
10,5,2.0,5.0,2.501407e-01,0.010000,0.115632,0.0000,-0.632093,1,1,1,1
10,5,2.0,5.5,1.727790e-01,0.010000,0.115632,0.0000,-0.498163,1,1,1,1
10,5,2.0,6.0,1.246715e-01,0.010000,0.115632,0.0000,-0.406928,1,1,1,1
10,5,3.0,2.5,1.450406e-02,0.010000,0.136948,0.0000,-0.219689,1,1,1,1
10,5,3.0,3.0,5.369784e-02,0.010000,0.136948,0.0000,-0.311656,1,1,1,1
10,5,3.0,3.5,1.544945e-01,0.010000,0.136948,0.0000,-0.502618,1,1,1,1
10,5,3.0,4.29,3.717625e-01,0.010000,0.136948,0.0000,-0.799896,1,1,1,1
10,5,3.0,5.0,2.427611e-01,0.010000,0.136948,0.0000,-0.637665,1,1,1,1
10,5,3.0,5.5,1.645454e-01,0.010000,0.136948,0.0000,-0.506865,1,1,1,1
10,5,3.0,6.0,1.167225e-01,0.010000,0.136948,0.0000,-0.418238,1,1,1,1
10,6,0.0,2.5,2.726175e-02,0.010000,0.087600,0.0000,-0.219689,1,1,1,1
10,6,0.0,3.0,7.742878e-02,0.010000,0.087600,0.0000,-0.311656,1,1,1,1
10,6,0.0,3.5,1.910033e-01,0.010000,0.087600,0.0000,-0.502618,1,1,1,1
10,6,0.0,4.29,3.970542e-01,0.011239,0.098452,0.0000,-0.799896,1,1,1,1
10,6,0.0,5.0,2.823852e-01,0.010000,0.087600,0.0000,-0.612592,1,1,1,1
10,6,0.0,5.5,2.017378e-01,0.010000,0.087600,0.0000,-0.467708,1,1,1,1
10,6,0.0,6.0,1.498480e-01,0.010000,0.087600,0.0000,-0.367344,1,1,1,1
10,6,0.5,2.5,2.529503e-02,0.010000,0.098258,0.0000,-0.219689,1,1,1,1
10,6,0.5,3.0,7.406437e-02,0.010000,0.098258,0.0000,-0.311656,1,1,1,1
10,6,0.5,3.5,1.866182e-01,0.010000,0.098258,0.0000,-0.502618,1,1,1,1
10,6,0.5,4.29,3.969287e-01,0.011126,0.109326,0.0000,-0.799896,1,1,1,1
10,6,0.5,5.0,2.784518e-01,0.010000,0.098258,0.0000,-0.615378,1,1,1,1
10,6,0.5,5.5,1.973492e-01,0.010000,0.098258,0.0000,-0.472059,1,1,1,1
10,6,0.5,6.0,1.456112e-01,0.010000,0.098258,0.0000,-0.372999,1,1,1,1
10,6,1.0,2.5,2.332831e-02,0.010000,0.108916,0.0000,-0.219689,1,1,1,1
10,6,1.0,3.0,7.069996e-02,0.010000,0.108916,0.0000,-0.311656,1,1,1,1
10,6,1.0,3.5,1.822330e-01,0.010000,0.108916,0.0000,-0.502618,1,1,1,1
10,6,1.0,4.29,3.968033e-01,0.011014,0.119961,0.0000,-0.799896,1,1,1,1
10,6,1.0,5.0,2.745185e-01,0.010000,0.108916,0.0000,-0.618164,1,1,1,1
10,6,1.0,5.5,1.929607e-01,0.010000,0.108916,0.0000,-0.476410,1,1,1,1
10,6,1.0,6.0,1.413744e-01,0.010000,0.108916,0.0000,-0.378654,1,1,1,1
10,6,2.0,2.5,1.939487e-02,0.010000,0.130232,0.0000,-0.219689,1,1,1,1
10,6,2.0,3.0,6.397113e-02,0.010000,0.130232,0.0000,-0.311656,1,1,1,1
10,6,2.0,3.5,1.734626e-01,0.010000,0.130232,0.0000,-0.502618,1,1,1,1
10,6,2.0,4.29,3.965525e-01,0.010789,0.140511,0.0000,-0.799896,1,1,1,1
10,6,2.0,5.0,2.666518e-01,0.010000,0.130232,0.0000,-0.623736,1,1,1,1
10,6,2.0,5.5,1.841837e-01,0.010000,0.130232,0.0000,-0.485111,1,1,1,1
10,6,2.0,6.0,1.329007e-01,0.010000,0.130232,0.0000,-0.389964,1,1,1,1
10,6,3.0,2.5,1.546143e-02,0.010000,0.151548,0.0000,-0.219689,1,1,1,1
10,6,3.0,3.0,5.724230e-02,0.010000,0.151548,0.0000,-0.311656,1,1,1,1
10,6,3.0,3.5,1.646923e-01,0.010000,0.151548,0.0000,-0.502618,1,1,1,1
10,6,3.0,4.29,3.963016e-01,0.010565,0.160103,0.0000,-0.799896,1,1,1,1
10,6,3.0,5.0,2.587852e-01,0.010000,0.151548,0.0000,-0.629307,1,1,1,1
10,6,3.0,5.5,1.754066e-01,0.010000,0.151548,0.0000,-0.493813,1,1,1,1
10,6,3.0,6.0,1.244271e-01,0.010000,0.151548,0.0000,-0.401273,1,1,1,1
