flap_angle,kp,kd,period_s,mean_power_w,max_pitch_rad,max_tau_nm,clamp_frac,corr_tau_vel,passive_safe,no_clamp,pitch_ok,edge_ok
20,5,2.0,2.5,2.990283e-02,0.010000,0.127798,0.0000,-0.245933,1,1,1,1
20,5,2.0,3.0,9.879144e-02,0.010000,0.127798,0.0000,-0.383393,1,1,1,1
20,5,2.0,3.5,2.509680e-01,0.010000,0.127798,0.0000,-0.639021,1,1,1,1
20,5,2.0,4.01,3.805227e-01,0.010512,0.134335,0.0000,-0.799760,1,1,1,1
20,5,2.0,4.5,2.878042e-01,0.010000,0.127798,0.0000,-0.682444,1,1,1,1
20,5,2.0,5.0,1.928563e-01,0.010000,0.127798,0.0000,-0.527010,1,1,1,1
20,5,2.0,6.0,9.928384e-02,0.010000,0.127798,0.0000,-0.351005,1,1,1,1
20,5,3.0,2.5,2.517293e-02,0.010000,0.152447,0.0000,-0.245933,1,1,1,1
20,5,3.0,3.0,9.117430e-02,0.010000,0.152447,0.0000,-0.383393,1,1,1,1
20,5,3.0,3.5,2.433302e-01,0.010000,0.152447,0.0000,-0.639021,1,1,1,1
20,5,3.0,4.01,3.803713e-01,0.010293,0.156906,0.0000,-0.799840,1,1,1,1
20,5,3.0,4.5,2.811395e-01,0.010000,0.152447,0.0000,-0.686870,1,1,1,1
20,5,3.0,5.0,1.844897e-01,0.010000,0.152447,0.0000,-0.534994,1,1,1,1
20,5,3.0,6.0,9.165556e-02,0.010000,0.152447,0.0000,-0.364324,1,1,1,1
20,6,0.0,2.5,4.196088e-02,0.010000,0.094200,0.0000,-0.245933,1,1,1,1
20,6,0.0,3.0,1.215523e-01,0.010000,0.094200,0.0000,-0.383393,1,1,1,1
20,6,0.0,3.5,2.838178e-01,0.010000,0.094200,0.0000,-0.639021,1,1,1,1
20,6,0.0,4.01,4.059628e-01,0.011672,0.109952,0.0000,-0.799482,1,1,1,1
20,6,0.0,4.5,3.210107e-01,0.010000,0.094200,0.0000,-0.666951,1,1,1,1
20,6,0.0,5.0,2.234239e-01,0.010000,0.094200,0.0000,-0.499067,1,1,1,1
20,6,0.0,6.0,1.221009e-01,0.010000,0.094200,0.0000,-0.304385,1,1,1,1
20,6,0.5,2.5,3.943982e-02,0.010000,0.106525,0.0000,-0.245933,1,1,1,1
20,6,0.5,3.0,1.174923e-01,0.010000,0.106525,0.0000,-0.383393,1,1,1,1
20,6,0.5,3.5,2.797468e-01,0.010000,0.106525,0.0000,-0.639021,1,1,1,1
20,6,0.5,4.01,4.058821e-01,0.011556,0.123095,0.0000,-0.799522,1,1,1,1
20,6,0.5,4.5,3.174584e-01,0.010000,0.106525,0.0000,-0.669164,1,1,1,1
20,6,0.5,5.0,2.189645e-01,0.010000,0.106525,0.0000,-0.503059,1,1,1,1
20,6,0.5,6.0,1.180350e-01,0.010000,0.106525,0.0000,-0.311045,1,1,1,1
20,6,1.0,2.5,3.691876e-02,0.010000,0.118849,0.0000,-0.245933,1,1,1,1
20,6,1.0,3.0,1.134323e-01,0.010000,0.118849,0.0000,-0.383393,1,1,1,1
20,6,1.0,3.5,2.756758e-01,0.010000,0.118849,0.0000,-0.639021,1,1,1,1
20,6,1.0,4.01,4.058014e-01,0.011439,0.135949,0.0000,-0.799561,1,1,1,1
20,6,1.0,4.5,3.139061e-01,0.010000,0.118849,0.0000,-0.671378,1,1,1,1
20,6,1.0,5.0,2.145051e-01,0.010000,0.118849,0.0000,-0.507051,1,1,1,1
20,6,1.0,6.0,1.139691e-01,0.010000,0.118849,0.0000,-0.317705,1,1,1,1
20,6,2.0,2.5,3.187665e-02,0.010000,0.143498,0.0000,-0.245933,1,1,1,1
20,6,2.0,3.0,1.053124e-01,0.010000,0.143498,0.0000,-0.383393,1,1,1,1
20,6,2.0,3.5,2.675338e-01,0.010000,0.143498,0.0000,-0.639021,1,1,1,1
20,6,2.0,4.01,4.056400e-01,0.011205,0.160794,0.0000,-0.799641,1,1,1,1
20,6,2.0,4.5,3.068015e-01,0.010000,0.143498,0.0000,-0.675804,1,1,1,1
20,6,2.0,5.0,2.055863e-01,0.010000,0.143498,0.0000,-0.515034,1,1,1,1
20,6,2.0,6.0,1.058373e-01,0.010000,0.143498,0.0000,-0.331025,1,1,1,1
20,6,3.0,2.5,2.683453e-02,0.010000,0.168147,0.0000,-0.245933,1,1,1,1
20,6,3.0,3.0,9.719249e-02,0.010000,0.168147,0.0000,-0.383393,1,1,1,1
20,6,3.0,3.5,2.593918e-01,0.010000,0.168147,0.0000,-0.639021,1,1,1,1
20,6,3.0,4.01,4.054786e-01,0.010972,0.184489,0.0000,-0.799720,1,1,1,1
20,6,3.0,4.5,2.996968e-01,0.010000,0.168147,0.0000,-0.680230,1,1,1,1
20,6,3.0,5.0,1.966675e-01,0.010000,0.168147,0.0000,-0.523018,1,1,1,1
20,6,3.0,6.0,9.770551e-02,0.010000,0.168147,0.0000,-0.344345,1,1,1,1
