flap_angle,kp,kd,period_s,mean_power_w,max_pitch_rad,max_tau_nm,clamp_frac,corr_tau_vel,passive_safe,no_clamp,pitch_ok,edge_ok
0,2,2.0,5.0,1.000384e-01,0.010000,0.044298,0.0000,-0.587181,1,1,1,1
0,2,2.0,5.86,1.748315e-01,0.010000,0.044298,0.0000,-0.799955,1,1,1,1
0,2,2.0,6.0,1.705865e-01,0.010000,0.044298,0.0000,-0.797016,1,1,1,1
0,2,2.0,7.0,1.064580e-01,0.010000,0.044298,0.0000,-0.622133,1,1,1,1
0,2,3.0,3.5,8.229746e-03,0.010000,0.055747,0.0000,-0.227848,1,1,1,1
0,2,3.0,4.0,2.142059e-02,0.010000,0.055747,0.0000,-0.294288,1,1,1,1
0,2,3.0,4.5,4.876243e-02,0.010000,0.055747,0.0000,-0.411295,1,1,1,1
0,2,3.0,5.0,9.628674e-02,0.010000,0.055747,0.0000,-0.587181,1,1,1,1
0,2,3.0,5.86,1.747590e-01,0.010000,0.055747,0.0000,-0.799955,1,1,1,1
0,2,3.0,6.0,1.698532e-01,0.010000,0.055747,0.0000,-0.797868,1,1,1,1
0,2,3.0,7.0,1.027911e-01,0.010000,0.055747,0.0000,-0.628578,1,1,1,1
0,3,0.0,3.5,1.801855e-02,0.010000,0.032100,0.0000,-0.227848,1,1,1,1
0,3,0.0,4.0,3.869342e-02,0.010000,0.032100,0.0000,-0.294288,1,1,1,1
0,3,0.0,4.5,7.753192e-02,0.010000,0.032100,0.0000,-0.411295,1,1,1,1
0,3,0.0,5.0,1.397075e-01,0.010000,0.032100,0.0000,-0.587181,1,1,1,1
0,3,0.0,5.86,2.273122e-01,0.010000,0.032100,0.0000,-0.799955,1,1,1,1
0,3,0.0,6.0,2.235145e-01,0.010000,0.032100,0.0000,-0.794032,1,1,1,1
0,3,0.0,7.0,1.478272e-01,0.010000,0.032100,0.0000,-0.599576,1,1,1,1
0,3,0.5,3.5,1.679734e-02,0.010000,0.037825,0.0000,-0.227848,1,1,1,1
0,3,0.5,4.0,3.688244e-02,0.010000,0.037825,0.0000,-0.294288,1,1,1,1
0,3,0.5,4.5,7.516782e-02,0.010000,0.037825,0.0000,-0.411295,1,1,1,1
0,3,0.5,5.0,1.372706e-01,0.010000,0.037825,0.0000,-0.587181,1,1,1,1
0,3,0.5,5.86,2.272651e-01,0.010000,0.037825,0.0000,-0.799955,1,1,1,1
0,3,0.5,6.0,2.230382e-01,0.010000,0.037825,0.0000,-0.794459,1,1,1,1
0,3,0.5,7.0,1.454453e-01,0.010000,0.037825,0.0000,-0.602798,1,1,1,1
0,3,1.0,3.5,1.557613e-02,0.010000,0.043549,0.0000,-0.227848,1,1,1,1
0,3,1.0,4.0,3.507145e-02,0.010000,0.043549,0.0000,-0.294288,1,1,1,1
0,3,1.0,4.5,7.280373e-02,0.010000,0.043549,0.0000,-0.411295,1,1,1,1
0,3,1.0,5.0,1.348338e-01,0.010000,0.043549,0.0000,-0.587181,1,1,1,1
0,3,1.0,5.86,2.272180e-01,0.010000,0.043549,0.0000,-0.799955,1,1,1,1
0,3,1.0,6.0,2.225619e-01,0.010000,0.043549,0.0000,-0.794885,1,1,1,1
0,3,1.0,7.0,1.430635e-01,0.010000,0.043549,0.0000,-0.606021,1,1,1,1
0,3,2.0,3.5,1.313370e-02,0.010000,0.054998,0.0000,-0.227848,1,1,1,1
0,3,2.0,4.0,3.144949e-02,0.010000,0.054998,0.0000,-0.294288,1,1,1,1
0,3,2.0,4.5,6.807553e-02,0.010000,0.054998,0.0000,-0.411295,1,1,1,1
0,3,2.0,5.0,1.299600e-01,0.010000,0.054998,0.0000,-0.587181,1,1,1,1
0,3,2.0,5.86,2.271239e-01,0.010000,0.054998,0.0000,-0.799955,1,1,1,1
0,3,2.0,6.0,2.216092e-01,0.010000,0.054998,0.0000,-0.795737,1,1,1,1
0,3,2.0,7.0,1.382998e-01,0.010000,0.054998,0.0000,-0.612466,1,1,1,1
0,3,3.0,3.5,1.069128e-02,0.010000,0.066447,0.0000,-0.227848,1,1,1,1
0,3,3.0,4.0,2.782752e-02,0.010000,0.066447,0.0000,-0.294288,1,1,1,1
0,3,3.0,4.5,6.334734e-02,0.010000,0.066447,0.0000,-0.411295,1,1,1,1
0,3,3.0,5.0,1.250863e-01,0.010000,0.066447,0.0000,-0.587181,1,1,1,1
0,3,3.0,5.86,2.270297e-01,0.010000,0.066447,0.0000,-0.799955,1,1,1,1
0,3,3.0,6.0,2.206566e-01,0.010000,0.066447,0.0000,-0.796590,1,1,1,1
0,3,3.0,7.0,1.335361e-01,0.010000,0.066447,0.0000,-0.618911,1,1,1,1
0,4,0.0,3.5,2.099111e-02,0.010000,0.042800,0.0000,-0.227848,1,1,1,1
0,4,0.0,4.0,4.507676e-02,0.010000,0.042800,0.0000,-0.294288,1,1,1,1
0,4,0.0,4.5,9.032253e-02,0.010000,0.042800,0.0000,-0.411295,1,1,1,1
0,4,0.0,5.0,1.627554e-01,0.010000,0.042800,0.0000,-0.587181,1,1,1,1
0,4,0.0,5.86,2.648123e-01,0.010000,0.042800,0.0000,-0.799955,1,1,1,1
0,4,0.0,6.0,2.603882e-01,0.010000,0.042800,0.0000,-0.792754,1,1,1,1
0,4,0.0,7.0,1.722146e-01,0.010000,0.042800,0.0000,-0.589908,1,1,1,1
0,4,0.5,3.5,1.956843e-02,0.010000,0.048525,0.0000,-0.227848,1,1,1,1
0,4,0.5,4.0,4.296701e-02,0.010000,0.048525,0.0000,-0.294288,1,1,1,1
0,4,0.5,4.5,8.756842e-02,0.010000,0.048525,0.0000,-0.411295,1,1,1,1
0,4,0.5,5.0,1.599165e-01,0.010000,0.048525,0.0000,-0.587181,1,1,1,1
0,4,0.5,5.86,2.647575e-01,0.010000,0.048525,0.0000,-0.799955,1,1,1,1
0,4,0.5,6.0,2.598333e-01,0.010000,0.048525,0.0000,-0.793180,1,1,1,1
0,4,0.5,7.0,1.694398e-01,0.010000,0.048525,0.0000,-0.593131,1,1,1,1
0,4,1.0,3.5,1.814576e-02,0.010000,0.054249,0.0000,-0.227848,1,1,1,1
0,4,1.0,4.0,4.085727e-02,0.010000,0.054249,0.0000,-0.294288,1,1,1,1
0,4,1.0,4.5,8.481432e-02,0.010000,0.054249,0.0000,-0.411295,1,1,1,1
0,4,1.0,5.0,1.570776e-01,0.010000,0.054249,0.0000,-0.587181,1,1,1,1
0,4,1.0,5.86,2.647027e-01,0.010000,0.054249,0.0000,-0.799955,1,1,1,1
0,4,1.0,6.0,2.592784e-01,0.010000,0.054249,0.0000,-0.793606,1,1,1,1
0,4,1.0,7.0,1.666650e-01,0.010000,0.054249,0.0000,-0.596353,1,1,1,1
0,4,2.0,3.5,1.530040e-02,0.010000,0.065698,0.0000,-0.227848,1,1,1,1
0,4,2.0,4.0,3.663778e-02,0.010000,0.065698,0.0000,-0.294288,1,1,1,1
0,4,2.0,4.5,7.930610e-02,0.010000,0.065698,0.0000,-0.411295,1,1,1,1
0,4,2.0,5.0,1.513998e-01,0.010000,0.065698,0.0000,-0.587181,1,1,1,1
0,4,2.0,5.86,2.645930e-01,0.010000,0.065698,0.0000,-0.799955,1,1,1,1
0,4,2.0,6.0,2.581686e-01,0.010000,0.065698,0.0000,-0.794459,1,1,1,1
0,4,2.0,7.0,1.611154e-01,0.010000,0.065698,0.0000,-0.602798,1,1,1,1
0,4,3.0,3.5,1.245504e-02,0.010000,0.077147,0.0000,-0.227848,1,1,1,1
0,4,3.0,4.0,3.241829e-02,0.010000,0.077147,0.0000,-0.294288,1,1,1,1
0,4,3.0,4.5,7.379789e-02,0.010000,0.077147,0.0000,-0.411295,1,1,1,1
0,4,3.0,5.0,1.457220e-01,0.010000,0.077147,0.0000,-0.587181,1,1,1,1
0,4,3.0,5.86,2.644833e-01,0.010000,0.077147,0.0000,-0.799955,1,1,1,1
0,4,3.0,6.0,2.570587e-01,0.010000,0.077147,0.0000,-0.795311,1,1,1,1
0,4,3.0,7.0,1.555659e-01,0.010000,0.077147,0.0000,-0.609243,1,1,1,1
0,5,0.0,3.5,2.312105e-02,0.010000,0.053500,0.0000,-0.227848,1,1,1,1
0,5,0.0,4.0,4.965062e-02,0.010000,0.053500,0.0000,-0.294288,1,1,1,1
0,5,0.0,4.5,9.948740e-02,0.010000,0.053500,0.0000,-0.411295,1,1,1,1
0,5,0.0,5.0,1.792699e-01,0.010000,0.053500,0.0000,-0.587181,1,1,1,1
0,5,0.0,5.86,2.916824e-01,0.010000,0.053500,0.0000,-0.799955,1,1,1,1
0,5,0.0,6.0,2.868093e-01,0.010000,0.053500,0.0000,-0.791475,1,1,1,1
0,5,0.0,7.0,1.896889e-01,0.010000,0.053500,0.0000,-0.580241,1,1,1,1
0,5,0.5,3.5,2.155401e-02,0.010000,0.059225,0.0000,-0.227848,1,1,1,1
0,5,0.5,4.0,4.732680e-02,0.010000,0.059225,0.0000,-0.294288,1,1,1,1
0,5,0.5,4.5,9.645384e-02,0.010000,0.059225,0.0000,-0.411295,1,1,1,1
0,5,0.5,5.0,1.761429e-01,0.010000,0.059225,0.0000,-0.587181,1,1,1,1
0,5,0.5,5.86,2.916220e-01,0.010000,0.059225,0.0000,-0.799955,1,1,1,1
0,5,0.5,6.0,2.861981e-01,0.010000,0.059225,0.0000,-0.791901,1,1,1,1
0,5,0.5,7.0,1.866325e-01,0.010000,0.059225,0.0000,-0.583463,1,1,1,1
0,5,1.0,3.5,1.998697e-02,0.010000,0.064949,0.0000,-0.227848,1,1,1,1
0,5,1.0,4.0,4.500299e-02,0.010000,0.064949,0.0000,-0.294288,1,1,1,1
0,5,1.0,4.5,9.342028e-02,0.010000,0.064949,0.0000,-0.411295,1,1,1,1
0,5,1.0,5.0,1.730160e-01,0.010000,0.064949,0.0000,-0.587181,1,1,1,1
0,5,1.0,5.86,2.915616e-01,0.010000,0.064949,0.0000,-0.799955,1,1,1,1
0,5,1.0,6.0,2.855869e-01,0.010000,0.064949,0.0000,-0.792327,1,1,1,1
0,5,1.0,7.0,1.835762e-01,0.010000,0.064949,0.0000,-0.586686,1,1,1,1
0,5,2.0,3.5,1.685290e-02,0.010000,0.076398,0.0000,-0.227848,1,1,1,1
0,5,2.0,4.0,4.035535e-02,0.010000,0.076398,0.0000,-0.294288,1,1,1,1
0,5,2.0,4.5,8.735316e-02,0.010000,0.076398,0.0000,-0.411295,1,1,1,1
0,5,2.0,5.0,1.667621e-01,0.010000,0.076398,0.0000,-0.587181,1,1,1,1
0,5,2.0,5.86,2.914408e-01,0.010000,0.076398,0.0000,-0.799955,1,1,1,1
0,5,2.0,6.0,2.843645e-01,0.010000,0.076398,0.0000,-0.793180,1,1,1,1
0,5,2.0,7.0,1.774635e-01,0.010000,0.076398,0.0000,-0.593131,1,1,1,1
0,5,3.0,3.5,1.371883e-02,0.010000,0.087847,0.0000,-0.227848,1,1,1,1
0,5,3.0,4.0,3.570772e-02,0.010000,0.087847,0.0000,-0.294288,1,1,1,1
0,5,3.0,4.5,8.128604e-02,0.010000,0.087847,0.0000,-0.411295,1,1,1,1
0,5,3.0,5.0,1.605082e-01,0.010000,0.087847,0.0000,-0.587181,1,1,1,1
0,5,3.0,5.86,2.913200e-01,0.010000,0.087847,0.0000,-0.799955,1,1,1,1
0,5,3.0,6.0,2.831421e-01,0.010000,0.087847,0.0000,-0.794032,1,1,1,1
0,5,3.0,7.0,1.713509e-01,0.010000,0.087847,0.0000,-0.599576,1,1,1,1
0,6,0.0,3.5,2.464721e-02,0.010000,0.064200,0.0000,-0.227848,1,1,1,1
0,6,0.0,4.0,5.292794e-02,0.010000,0.064200,0.0000,-0.294288,1,1,1,1
0,6,0.0,4.5,1.060543e-01,0.010000,0.064200,0.0000,-0.411295,1,1,1,1
0,6,0.0,5.0,1.911031e-01,0.010000,0.064200,0.0000,-0.587181,1,1,1,1
0,6,0.0,5.86,3.109356e-01,0.010000,0.064200,0.0000,-0.799955,1,1,1,1
0,6,0.0,6.0,3.057409e-01,0.010000,0.064200,0.0000,-0.790196,1,1,1,1
0,6,0.0,7.0,2.022098e-01,0.010000,0.064200,0.0000,-0.570573,1,1,1,1
0,6,0.5,3.5,2.297674e-02,0.010000,0.069925,0.0000,-0.227848,1,1,1,1
0,6,0.5,4.0,5.045073e-02,0.010000,0.069925,0.0000,-0.294288,1,1,1,1
0,6,0.5,4.5,1.028205e-01,0.010000,0.069925,0.0000,-0.411295,1,1,1,1
0,6,0.5,5.0,1.877697e-01,0.010000,0.069925,0.0000,-0.587181,1,1,1,1
0,6,0.5,5.86,3.108712e-01,0.010000,0.069925,0.0000,-0.799955,1,1,1,1
0,6,0.5,6.0,3.050893e-01,0.010000,0.069925,0.0000,-0.790623,1,1,1,1
0,6,0.5,7.0,1.989517e-01,0.010000,0.069925,0.0000,-0.573796,1,1,1,1
0,6,1.0,3.5,2.130627e-02,0.010000,0.075649,0.0000,-0.227848,1,1,1,1
0,6,1.0,4.0,4.797352e-02,0.010000,0.075649,0.0000,-0.294288,1,1,1,1
0,6,1.0,4.5,9.958672e-02,0.010000,0.075649,0.0000,-0.411295,1,1,1,1
0,6,1.0,5.0,1.844363e-01,0.010000,0.075649,0.0000,-0.587181,1,1,1,1
0,6,1.0,5.86,3.108069e-01,0.010000,0.075649,0.0000,-0.799955,1,1,1,1
0,6,1.0,6.0,3.044378e-01,0.010000,0.075649,0.0000,-0.791049,1,1,1,1
0,6,1.0,7.0,1.956936e-01,0.010000,0.075649,0.0000,-0.577018,1,1,1,1
0,6,2.0,3.5,1.796532e-02,0.010000,0.087098,0.0000,-0.227848,1,1,1,1
0,6,2.0,4.0,4.301911e-02,0.010000,0.087098,0.0000,-0.294288,1,1,1,1
0,6,2.0,4.5,9.311912e-02,0.010000,0.087098,0.0000,-0.411295,1,1,1,1
0,6,2.0,5.0,1.777696e-01,0.010000,0.087098,0.0000,-0.587181,1,1,1,1
0,6,2.0,5.86,3.106781e-01,0.010000,0.087098,0.0000,-0.799955,1,1,1,1
0,6,2.0,6.0,3.031347e-01,0.010000,0.087098,0.0000,-0.791901,1,1,1,1
0,6,2.0,7.0,1.891775e-01,0.010000,0.087098,0.0000,-0.583463,1,1,1,1
0,6,3.0,3.5,1.462438e-02,0.010000,0.098547,0.0000,-0.227848,1,1,1,1
0,6,3.0,4.0,3.806469e-02,0.010000,0.098547,0.0000,-0.294288,1,1,1,1
0,6,3.0,4.5,8.665153e-02,0.010000,0.098547,0.0000,-0.411295,1,1,1,1
0,6,3.0,5.0,1.711029e-01,0.010000,0.098547,0.0000,-0.587181,1,1,1,1
0,6,3.0,5.86,3.105493e-01,0.010000,0.098547,0.0000,-0.799955,1,1,1,1
0,6,3.0,6.0,3.018316e-01,0.010000,0.098547,0.0000,-0.792754,1,1,1,1
0,6,3.0,7.0,1.826613e-01,0.010000,0.098547,0.0000,-0.589908,1,1,1,1
