flap_angle,kp,kd,period_s,mean_power_w,max_pitch_rad,max_tau_nm,clamp_frac,corr_tau_vel,passive_safe,no_clamp,pitch_ok,edge_ok
90,4,0.5,2.99,3.680516e-01,0.012758,0.135300,0.0000,-0.799995,1,1,1,1
90,4,0.5,3.5,2.516870e-01,0.010000,0.106050,0.0000,-0.621622,1,1,1,1
90,4,0.5,4.0,1.555982e-01,0.010000,0.106050,0.0000,-0.447208,1,1,1,1
90,4,0.5,4.5,1.059191e-01,0.010000,0.106050,0.0000,-0.348897,1,1,1,1
90,4,0.5,5.0,7.888437e-02,0.010000,0.106050,0.0000,-0.291377,1,1,1,1
90,4,1.0,2.0,5.052895e-02,0.010000,0.128100,0.0000,-0.281680,1,1,1,1
90,4,1.0,2.5,1.968953e-01,0.010000,0.128100,0.0000,-0.551317,1,1,1,1
90,4,1.0,2.99,3.680270e-01,0.012629,0.161780,0.0000,-0.799995,1,1,1,1
90,4,1.0,3.5,2.479801e-01,0.010000,0.128100,0.0000,-0.624525,1,1,1,1
90,4,1.0,4.0,1.515757e-01,0.010000,0.128100,0.0000,-0.452248,1,1,1,1
90,4,1.0,4.5,1.022466e-01,0.010000,0.128100,0.0000,-0.355599,1,1,1,1
90,4,1.0,5.0,7.558381e-02,0.010000,0.128100,0.0000,-0.299409,1,1,1,1
90,4,2.0,2.0,4.496452e-02,0.010000,0.172200,0.0000,-0.281680,1,1,1,1
90,4,2.0,2.5,1.888281e-01,0.010000,0.172200,0.0000,-0.551317,1,1,1,1
90,4,2.0,2.99,3.679780e-01,0.012371,0.213037,0.0000,-0.799995,1,1,1,1
90,4,2.0,3.5,2.405663e-01,0.010000,0.172200,0.0000,-0.630331,1,1,1,1
90,4,2.0,4.0,1.435308e-01,0.010000,0.172200,0.0000,-0.462328,1,1,1,1
90,4,2.0,4.5,9.490148e-02,0.010000,0.172200,0.0000,-0.369003,1,1,1,1
90,4,2.0,5.0,6.898269e-02,0.010000,0.172200,0.0000,-0.315473,1,1,1,1
90,4,3.0,2.0,3.940010e-02,0.010000,0.216300,0.0000,-0.281680,1,1,1,1
90,4,3.0,2.5,1.807609e-01,0.010000,0.216300,0.0000,-0.551317,1,1,1,1
90,4,3.0,2.99,3.679289e-01,0.012114,0.262020,0.0000,-0.799995,1,1,1,1
90,4,3.0,3.5,2.331524e-01,0.010000,0.216300,0.0000,-0.636137,1,1,1,1
90,4,3.0,4.0,1.354859e-01,0.010000,0.216300,0.0000,-0.472408,1,1,1,1
90,4,3.0,4.5,8.755636e-02,0.010000,0.216300,0.0000,-0.382408,1,1,1,1
90,4,3.0,5.0,6.238158e-02,0.010000,0.216300,0.0000,-0.331537,1,1,1,1
90,5,0.0,2.0,6.178507e-02,0.010000,0.105000,0.0000,-0.281680,1,1,1,1
90,5,0.0,2.5,2.257598e-01,0.010000,0.105000,0.0000,-0.551317,1,1,1,1
90,5,0.0,2.99,4.054242e-01,0.014195,0.149043,0.0000,-0.799995,1,1,1,1
90,5,0.0,3.5,2.813083e-01,0.010616,0.111470,0.0000,-0.610011,1,1,1,1
90,5,0.0,4.0,1.758171e-01,0.010000,0.105000,0.0000,-0.427048,1,1,1,1
90,5,0.0,4.5,1.207118e-01,0.010000,0.105000,0.0000,-0.322088,1,1,1,1
90,5,0.0,5.0,9.052409e-02,0.010000,0.105000,0.0000,-0.259249,1,1,1,1
90,5,0.5,2.0,5.872055e-02,0.010000,0.127050,0.0000,-0.281680,1,1,1,1
90,5,0.5,2.5,2.213169e-01,0.010000,0.127050,0.0000,-0.551317,1,1,1,1
90,5,0.5,2.99,4.053971e-01,0.014053,0.178539,0.0000,-0.799995,1,1,1,1
90,5,0.5,3.5,2.772252e-01,0.010510,0.133530,0.0000,-0.612914,1,1,1,1
90,5,0.5,4.0,1.713865e-01,0.010000,0.127050,0.0000,-0.432088,1,1,1,1
90,5,0.5,4.5,1.166666e-01,0.010000,0.127050,0.0000,-0.328790,1,1,1,1
90,5,0.5,5.0,8.688863e-02,0.010000,0.127050,0.0000,-0.267281,1,1,1,1
90,5,1.0,2.0,5.565603e-02,0.010000,0.149100,0.0000,-0.281680,1,1,1,1
90,5,1.0,2.5,2.168740e-01,0.010000,0.149100,0.0000,-0.551317,1,1,1,1
90,5,1.0,2.99,4.053701e-01,0.013911,0.207408,0.0000,-0.799995,1,1,1,1
90,5,1.0,3.5,2.731422e-01,0.010404,0.155122,0.0000,-0.615816,1,1,1,1
90,5,1.0,4.0,1.669559e-01,0.010000,0.149100,0.0000,-0.437128,1,1,1,1
90,5,1.0,4.5,1.126214e-01,0.010000,0.149100,0.0000,-0.335492,1,1,1,1
90,5,1.0,5.0,8.325317e-02,0.010000,0.149100,0.0000,-0.275313,1,1,1,1
90,5,2.0,2.0,4.952700e-02,0.010000,0.193200,0.0000,-0.281680,1,1,1,1
90,5,2.0,2.5,2.079882e-01,0.010000,0.193200,0.0000,-0.551317,1,1,1,1
90,5,2.0,2.99,4.053161e-01,0.013627,0.263270,0.0000,-0.799995,1,1,1,1
90,5,2.0,3.5,2.649761e-01,0.010192,0.196901,0.0000,-0.621622,1,1,1,1
90,5,2.0,4.0,1.580946e-01,0.010000,0.193200,0.0000,-0.447208,1,1,1,1
90,5,2.0,4.5,1.045310e-01,0.010000,0.193200,0.0000,-0.348897,1,1,1,1
90,5,2.0,5.0,7.598225e-02,0.010000,0.193200,0.0000,-0.291377,1,1,1,1
90,5,3.0,2.0,4.339796e-02,0.010000,0.237300,0.0000,-0.281680,1,1,1,1
90,5,3.0,2.5,1.991024e-01,0.010000,0.237300,0.0000,-0.551317,1,1,1,1
90,5,3.0,2.99,4.052620e-01,0.013343,0.316627,0.0000,-0.799995,1,1,1,1
90,5,3.0,3.5,2.568100e-01,0.010000,0.237300,0.0000,-0.627428,1,1,1,1
90,5,3.0,4.0,1.492334e-01,0.010000,0.237300,0.0000,-0.457288,1,1,1,1
90,5,3.0,4.5,9.644056e-02,0.010000,0.237300,0.0000,-0.362301,1,1,1,1
90,5,3.0,5.0,6.871133e-02,0.010000,0.237300,0.0000,-0.307441,1,1,1,1
90,6,0.0,2.0,6.586335e-02,0.010000,0.126000,0.0000,-0.281680,1,1,1,1
90,6,0.0,2.5,2.406616e-01,0.010000,0.126000,0.0000,-0.551317,1,1,1,1
90,6,0.0,2.99,4.321852e-01,0.015132,0.190657,0.0000,-0.799995,1,1,1,1
90,6,0.0,3.5,2.998768e-01,0.011317,0.142594,0.0000,-0.601302,1,1,1,1
90,6,0.0,4.0,1.874224e-01,0.010000,0.126000,0.0000,-0.411928,1,1,1,1
90,6,0.0,4.5,1.286797e-01,0.010000,0.126000,0.0000,-0.301981,1,1,1,1
90,6,0.0,5.0,9.649936e-02,0.010000,0.126000,0.0000,-0.235153,1,1,1,1
90,6,0.5,2.0,6.259655e-02,0.010000,0.148050,0.0000,-0.281680,1,1,1,1
90,6,0.5,2.5,2.359254e-01,0.010000,0.148050,0.0000,-0.551317,1,1,1,1
90,6,0.5,2.99,4.321564e-01,0.014980,0.221782,0.0000,-0.799995,1,1,1,1
90,6,0.5,3.5,2.955242e-01,0.011204,0.165873,0.0000,-0.604205,1,1,1,1
90,6,0.5,4.0,1.826993e-01,0.010000,0.148050,0.0000,-0.416968,1,1,1,1
90,6,0.5,4.5,1.243675e-01,0.010000,0.148050,0.0000,-0.308683,1,1,1,1
90,6,0.5,5.0,9.262393e-02,0.010000,0.148050,0.0000,-0.243185,1,1,1,1
90,6,1.0,2.0,5.932975e-02,0.010000,0.170100,0.0000,-0.281680,1,1,1,1
90,6,1.0,2.5,2.311893e-01,0.010000,0.170100,0.0000,-0.551317,1,1,1,1
90,6,1.0,2.99,4.321276e-01,0.014829,0.252239,0.0000,-0.799995,1,1,1,1
90,6,1.0,3.5,2.911716e-01,0.011091,0.188652,0.0000,-0.607108,1,1,1,1
90,6,1.0,4.0,1.779762e-01,0.010000,0.170100,0.0000,-0.422008,1,1,1,1
90,6,1.0,4.5,1.200552e-01,0.010000,0.170100,0.0000,-0.315385,1,1,1,1
90,6,1.0,5.0,8.874850e-02,0.010000,0.170100,0.0000,-0.251217,1,1,1,1
90,6,2.0,2.0,5.279615e-02,0.010000,0.214200,0.0000,-0.281680,1,1,1,1
90,6,2.0,2.5,2.217170e-01,0.010000,0.214200,0.0000,-0.551317,1,1,1,1
90,6,2.0,2.99,4.320700e-01,0.014526,0.311153,0.0000,-0.799995,1,1,1,1
90,6,2.0,3.5,2.824665e-01,0.010864,0.232713,0.0000,-0.612914,1,1,1,1
90,6,2.0,4.0,1.685300e-01,0.010000,0.214200,0.0000,-0.432088,1,1,1,1
90,6,2.0,4.5,1.114308e-01,0.010000,0.214200,0.0000,-0.328790,1,1,1,1
90,6,2.0,5.0,8.099765e-02,0.010000,0.214200,0.0000,-0.267281,1,1,1,1
90,6,3.0,2.0,4.626255e-02,0.010000,0.258300,0.0000,-0.281680,1,1,1,1
90,6,3.0,2.5,2.122447e-01,0.010000,0.258300,0.0000,-0.551317,1,1,1,1
90,6,3.0,2.99,4.320124e-01,0.014224,0.367396,0.0000,-0.799995,1,1,1,1
90,6,3.0,3.5,2.737614e-01,0.010638,0.274779,0.0000,-0.618719,1,1,1,1
90,6,3.0,4.0,1.590839e-01,0.010000,0.258300,0.0000,-0.442168,1,1,1,1
90,6,3.0,4.5,1.028064e-01,0.010000,0.258300,0.0000,-0.342194,1,1,1,1
90,6,3.0,5.0,7.324679e-02,0.010000,0.258300,0.0000,-0.283345,1,1,1,1
